masp;admissao;nome_servidor;cpf;dt_nasc;situacao_funcional;sigla;setor;carreira;categoria_profissional;nivel;grau;dt_admissao;data_inicio;data_fim_prevista
12956850;4;Emilly Ferreira;04482547289;10/12/1988;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;PENF;ENFERMEIRO;IV;A;25/01/2022;25/01/2022 00:00;24/01/2023 00:00
14624829;2;Erick Cavalcanti;04482547290;11/12/1988;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO BLOCO CIRURGICO;MED;MEDICO ANESTESIOLOGISTA;III;A;27/05/2021;27/05/2021 00:00;26/05/2023 00:00
15067135;2;Eduarda Cunha;04482547291;12/12/1988;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;11/06/2022;11/06/2022 00:00;10/06/2023 00:00
15067135;1;Anna Sousa;04482547292;13/12/1988;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DAS UNIDADES DE INTERNACAO PEDIATRICA;AGAS;FISIOTERAPEUTA;I;A;01/02/2022;02/02/2022 00:00;01/02/2023 00:00
13560644;3;Nicolas Pereira;04482547293;14/12/1988;CONTRATO TEMPORARIO;HAC;COORDENACAO DA EQUIPE MULTIDISCIPLINAR;AGAS;ASSISTENTE SOCIAL;I;A;03/02/2021;03/02/2021 00:00;02/02/2023 00:00
14479380;2;Matheus Araujo;04482547294;15/12/1988;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;AGAS;FISIOTERAPEUTA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14179832;5;Mateus Santos;04482547295;16/12/1988;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CLINICO;III;A;07/03/2022;07/03/2022 00:00;06/03/2023 00:00
14142251;5;Miguel Silva;04482547296;17/12/1988;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA PEDIATRICA;MED;MEDICO PEDIATRA;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
13802228;3;Estevan Carvalho;04482547297;18/12/1988;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE PACIENTES CRITICOS;PENF;TECNICO DE ENFERMAGEM;II;A;21/11/2021;21/11/2021 00:00;30/06/2023 00:00
15100530;1;Laura Rocha;04482547298;19/12/1988;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;03/02/2022;01/02/2022 00:00;31/01/2023 00:00
15087034;1;Kai Souza;04482547299;20/12/1988;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
15086234;1;Evelyn Cunha;04482547300;21/12/1988;CONTRATO TEMPORARIO;HAC;COORDENACAO DO AMBULATORIO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14897896;2;Gabriela Costa;04482547301;22/12/1988;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;20/03/2022;21/03/2022 00:00;20/03/2023 00:00
15146970;1;Ryan Silva;04482547302;23/12/1988;CONTRATO TEMPORARIO;HCM;COORDENACAO TECNICA DE ENFERMAGEM;PENF;TECNICO DE ENFERMAGEM;II;A;17/03/2022;17/03/2022 00:00;16/03/2023 00:00
14637805;1;Evelyn Fernandes;04482547303;24/12/1988;CONTRATO TEMPORARIO;HJK;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;06/04/2018;01/02/2021 00:00;31/01/2023 00:00
14722672;2;Kauã Oliveira;04482547304;25/12/1988;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;03/02/2019;01/02/2021 00:00;31/01/2023 00:00
14722672;1;Renan Azevedo;04482547305;26/12/1988;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;03/07/2022;03/07/2022 00:00;02/07/2023 00:00
14130629;3;Paulo Barbosa;04482547306;27/12/1988;CONTRATO TEMPORARIO;HMAL;COORDENACAO DA ORTOPEDIA;MED;MEDICO CIRURGIAO DE MAO;III;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
13703731;2;Luís Santos;04482547307;28/12/1988;CONTRATO TEMPORARIO;HRJP;NA;PENF;ENFERMEIRO;IV;A;NA;01/02/2022 00:00;31/01/2023 00:00
13703731;3;Guilherme Pinto;04482547308;29/12/1988;NA;HRJP;COORDENACAO DAS UNIDADES CRITICAS;NA;;NA;NA;01/02/2022;NA;NA
15261548;1;Samuel Martins;04482547309;30/12/1988;CONTRATO TEMPORARIO;CSSFA;COORDENACAO DA UNIDADE DE INTERNACAO E PACIENTES EXTERNOS;PENF;TECNICO DE ENFERMAGEM;II;A;0000-00-00;29/06/2022 00:00;28/06/2023 00:00
15115264;1;Douglas Rodrigues;04482547310;31/12/1988;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
15225774;1;Giovana Cunha;04482547311;01/01/1989;CONTRATO TEMPORARIO;HAC;NA;MEDRE;MEDICO;I;A;NA;22/03/2022 00:00;21/03/2023 00:00
14458715;9;Otávio Souza;04482547312;02/01/1989;NA;HMAL;COORDENACAO DAS UNIDADES DE INTERNACAO CIRURGICA DE RETAGUARDA;NA;;NA;NA;12/11/2022;NA;NA
14956734;2;Luana Souza;04482547313;03/01/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
13605944;2;Igor Oliveira;04482547314;04/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO CIRURGIAO PLASTICO;III;A;28/02/2022;28/02/2022 00:00;27/02/2023 00:00
15072713;1;Sofia Barros;04482547315;05/01/1989;CONTRATO TEMPORARIO;HRJP;COORDENACAO DE HOTELARIA;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14637771;3;Júlia Barbosa;04482547316;06/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;12/01/2022;12/01/2022 00:00;11/01/2023 00:00
14679039;1;Samuel Araujo;04482547317;07/01/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;MED;MEDICO OTORRINOLARINGOLOGISTA;III;A;15/02/2022;15/02/2022 00:00;14/02/2023 00:00
15279367;1;Tânia Pinto;04482547318;08/01/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;MED;MEDICO GENERALISTA;I;A;05/07/2022;05/07/2022 00:00;04/01/2023 00:00
14114169;2;Isabella Cardoso;04482547319;09/01/1989;CONTRATO TEMPORARIO;HMAL;COORDENACAO DO SERVICO DE NUTRICAO E DIETETICA;TOS;TECNICO EM NUTRICAO E DIETETICA;II;A;03/02/2022;03/02/2022 00:00;02/02/2023 00:00
14255186;4;José Alves;04482547320;10/01/1989;CONTRATO TEMPORARIO;JXXIII;NA;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;NA;03/11/2022 00:00;02/11/2023 00:00
9000000;9;Davi Correia;04482547321;11/01/1989;NA;HJXXIII;GERENCIA DA EQUIPE MULTIDISCIPLINAR;NA;;NA;NA;03/11/2022;NA;NA
14255186;3;Luis Rocha;04482547322;12/01/1989;NA;HJXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;NA;FISIOTERAPEUTA RESPIRATORIA;NA;NA;02/02/2022;NA;NA
15108087;1;Vinícius Alves;04482547323;13/01/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14567598;2;Gabriel Castro;04482547324;14/01/1989;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DO CUIDAR E ATENCAO DOMICILIAR;AGAS;FISIOTERAPEUTA RESPIRATORIA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14052765;1;Kauê Dias;04482547325;15/01/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ASSISTENCIA FARMACEUTICA;TOS;TECNICO EM FARMACIA;II;A;10/02/2022;10/02/2022 00:00;09/02/2023 00:00
14894166;2;Kauan Rocha;04482547326;16/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;25/09/2022;25/09/2022 00:00;24/09/2023 00:00
13890876;2;Marcos Rocha;04482547327;17/01/1989;CONTRATO TEMPORARIO;HRAD;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO GINECOLOGISTA;III;A;0000-00-00;17/04/2021 00:00;16/04/2023 00:00
15269442;1;Victor Barros;04482547328;18/01/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;30/06/2022;30/06/2022 00:00;29/06/2023 00:00
14834741;1;Breno Barbosa;04482547329;19/01/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DO LABORATORIO;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;07/02/2022 00:00;06/02/2023 00:00
15123128;1;Victor Silva;04482547330;20/01/1989;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14756001;3;Samuel Sousa;04482547331;21/01/1989;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA PEDIATRICA;MED;MEDICO PEDIATRA;III;A;29/04/2022;29/04/2022 00:00;28/04/2023 00:00
13237755;3;Nicolas Almeida;04482547332;22/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;AGAS;ASSISTENTE SOCIAL;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14914642;1;Eduardo Carvalho;04482547333;23/01/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14722623;2;Alice Oliveira;04482547334;24/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO CENTRO DE TRATAMENTO DE QUEIMADOS;PENF;TECNICO DE ENFERMAGEM;II;A;09/03/2022;09/03/2022 00:00;08/03/2023 00:00
15122518;1;Luana Castro;04482547335;25/01/1989;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14938427;2;Leila Cavalcanti;04482547336;26/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;MED;MEDICO GENERALISTA;I;A;02/07/2022;02/07/2022 00:00;28/12/2022 00:00
14938427;1;Gabriela Rocha;04482547337;27/01/1989;CONTRATO TEMPORARIO;JXXIII;NA;MEDRE;MEDICO;I;A;NA;01/03/2021 00:00;28/02/2023 00:00
14901987;3;Davi Carvalho;04482547338;28/01/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;10/03/2022;10/03/2022 00:00;09/03/2023 00:00
14959621;2;Breno Fernandes;04482547339;29/01/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14053250;2;Lavinia Goncalves;04482547340;30/01/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;ENFERMEIRO;IV;A;07/07/2022;07/07/2022 00:00;06/07/2023 00:00
14792329;3;Guilherme Araujo;04482547341;31/01/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
12139028;4;Vinícius Dias;04482547342;01/02/1989;CONTRATO TEMPORARIO;CHPB;COORDENACAO DE SAUDE MENTAL;PENF;TECNICO DE ENFERMAGEM;II;A;03/03/2021;03/03/2021 00:00;02/03/2023 00:00
13194600;2;Tomás Ferreira;04482547343;02/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO AMBULATORIO DE PEDIATRIA;PENF;TECNICO DE ENFERMAGEM;II;A;17/05/2021;17/05/2021 00:00;16/05/2023 00:00
14590806;2;Julian Cardoso;04482547344;03/02/1989;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DAS UNIDADES DE INTERNACAO PEDIATRICA;TOS;AUXILIAR ADMINISTRATIVO;I;A;16/01/2018;01/02/2021 00:00;31/01/2023 00:00
14649818;1;Yasmin Lima;04482547345;04/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA ADULTO;PENF;ENFERMEIRO;IV;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14637789;1;Julieta Almeida;04482547346;05/02/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;03/07/2022;03/07/2022 00:00;02/07/2023 00:00
14987549;1;Emily Costa;04482547347;06/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ASSISTENCIA FARMACEUTICA;AGAS;FARMACEUTICO;I;A;10/08/2021;10/08/2021 00:00;30/06/2023 00:00
15107006;1;André Barros;04482547348;07/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
12885984;3;Igor Costa;04482547349;08/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;PENF;TECNICO DE ENFERMAGEM;II;A;15/02/2022;15/02/2022 00:00;14/02/2023 00:00
15081771;2;Breno Rocha;04482547350;09/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;PENF;ENFERMEIRO;IV;A;07/04/2022;07/04/2022 00:00;06/04/2023 00:00
14709927;2;Sophia Fernandes;04482547351;10/02/1989;CONTRATO TEMPORARIO;MOV;COORDENACAO DA UNIDADE AMBULATORIAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14970743;2;Diogo Lima;04482547352;11/02/1989;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DAS UNIDADES DE INTERNACAO PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
14970743;1;Diogo Alves;04482547353;12/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO CIRURGICA;PENF;TECNICO DE ENFERMAGEM;II;A;15/06/2021;15/06/2021 00:00;14/06/2023 00:00
15122641;1;Leonor Fernandes;04482547354;13/02/1989;CONTRATO TEMPORARIO;IRS;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
15276207;1;Isabella Lima;04482547355;14/02/1989;CONTRATO TEMPORARIO;CMT;NA;MED;MEDICO PSIQUIATRA;III;A;NA;04/07/2022 00:00;30/12/2022 00:00
15251713;1;Luiz Almeida;04482547356;15/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE DE CLINICA MEDICA;MED;MEDICO NEUROLOGISTA;III;A;04/06/2022;04/06/2022 00:00;03/06/2023 00:00
14437289;3;Rodrigo Rodrigues;04482547357;16/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO ANESTESIOLOGISTA;III;A;29/11/2021;29/11/2021 00:00;30/06/2023 00:00
14437289;2;Raissa Gomes;04482547358;17/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO ANESTESIOLOGISTA;III;A;06/05/2022;06/05/2022 00:00;05/05/2023 00:00
13913553;2;Rebeca Cavalcanti;04482547359;18/02/1989;CONTRATO TEMPORARIO;MOV;COORDENACAO DA GINECOLOGIA E OBSTETRICIA;MED;MEDICO ANESTESIOLOGISTA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13248869;4;Kaua Oliveira;04482547360;19/02/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DO LABORATORIO;PENF;TECNICO DE ENFERMAGEM;II;A;04/02/2022;06/02/2022 00:00;05/02/2023 00:00
14437321;2;José Melo;04482547361;20/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE REGISTRO E INTERNACAO;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14846851;2;Vinicius Lima;04482547362;21/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DA UNIDADE CIRURGICA;MED;MEDICO ANESTESIOLOGISTA;III;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
15058811;2;Marcos Barros;04482547363;22/02/1989;CONTRATO TEMPORARIO;MOV;COORDENACAO DE APOIO DIAGNOSTICO E TERAPEUTICO;TOS;TECNICO EM PATOLOGIA CLINICA;II;A;02/02/2022;02/02/2022 00:00;01/02/2023 00:00
14661177;3;Livia Correia;04482547364;23/02/1989;NA;ADC;(DESAT.)GERENCIA DE FATURAMENTO E CONTRATUALIZACAO;NA;AUXILIAR ADMINISTRATIVO;NA;NA;01/12/2021;NA;NA
14904627;3;Diego Lima;04482547365;24/02/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;02/07/2022;02/07/2022 00:00;01/07/2023 00:00
14904627;2;Giovana Pereira;04482547366;25/02/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;25/05/2022;26/05/2022 00:00;25/05/2023 00:00
14679088;2;Kauan Pinto;04482547367;26/02/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;20/05/2021;20/05/2021 00:00;19/05/2023 00:00
14679229;1;Thiago Rocha;04482547368;27/02/1989;CONTRATO TEMPORARIO;HGB-JA;COORDENACAO DE ENFERMAGEM E EQUIPE MULTIDISCIPLINAR;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
13187422;2;Nicolas Lima;04482547369;28/02/1989;CONTRATO TEMPORARIO;JXXIII;GERENCIA DA EQUIPE MULTIDISCIPLINAR;AGAS;ASSISTENTE SOCIAL;I;A;04/07/2022;04/07/2022 00:00;03/07/2023 00:00
14894653;2;Amanda Gomes;04482547370;01/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE ASSISTENCIA FARMACEUTICA;AGAS;FARMACEUTICO;I;A;11/04/2022;11/04/2022 00:00;10/04/2023 00:00
14909436;1;Larissa Ribeiro;04482547371;02/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DA EQUIPE MULTIDISCIPLINAR;AGAS;PSICOLOGO;I;A;10/02/2022;10/02/2022 00:00;09/02/2023 00:00
14878680;1;Joao Barbosa;04482547372;03/03/1989;CONTRATO TEMPORARIO;HRJP;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14679146;3;Isabella Dias;04482547373;04/03/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DO SERVICO DE NUTRICAO E DIETETICA;AGAS;NUTRICIONISTA;I;A;04/03/2022;04/03/2022 00:00;03/03/2023 00:00
14889554;1;Giovanna Ferreira;04482547374;05/03/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES DE INTERNACAO;PENF;TECNICO DE ENFERMAGEM;II;A;16/06/2022;16/06/2022 00:00;15/06/2023 00:00
13552252;2;Thaís Lima;04482547375;06/03/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;AGAS;PSICOLOGO;I;A;25/05/2022;25/05/2022 00:00;24/05/2023 00:00
14883219;2;Daniel Alves;04482547376;07/03/1989;CONTRATO TEMPORARIO;HIJPII;COORDENACAO DE URGENCIA E EMERGENCIA PEDIATRICA;MED;MEDICO GENERALISTA;I;A;02/07/2022;02/07/2022 00:00;28/12/2022 00:00
14883219;1;Nicolas Rocha;04482547377;08/03/1989;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2020 00:00;28/02/2023 00:00
14661169;3;Samuel Rocha;04482547378;09/03/1989;CONTRATO TEMPORARIO;DIEST;(DESAT.)GERENCIA DE SAUDE E SEGURANCA DO TRABALHADOR;TOS;AUXILIAR ADMINISTRATIVO;I;A;03/03/2022;03/03/2022 00:00;02/03/2023 00:00
14918866;1;Vitor Sousa;04482547379;10/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;TECNICO DE ENFERMAGEM;II;A;07/07/2022;07/07/2022 00:00;06/07/2023 00:00
14761977;2;Luan Gomes;04482547380;11/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;MED;MEDICO PNEUMOLOGISTA;III;A;01/02/2022;02/02/2022 00:00;01/02/2023 00:00
14761977;3;Eduarda Oliveira;04482547381;12/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;MED;MEDICO CLINICO;III;A;07/08/2021;07/08/2021 00:00;30/06/2023 00:00
15155930;1;Beatriz Castro;04482547382;13/03/1989;CONTRATO TEMPORARIO;JXXIII;NUCLEO DE ENSINO E PESQUISA;AGAS;BIBLIOTECARIO;I;A;22/02/2022;22/02/2022 00:00;21/02/2023 00:00
12504270;3;Kauã Santos;04482547383;14/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;ENFERMEIRO;IV;A;28/03/2022;28/03/2022 00:00;27/03/2023 00:00
14613475;2;Marcos Fernandes;04482547384;15/03/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DA UNIDADE DE PACIENTES EXTERNOS;MED;MEDICO DERMATOLOGISTA;III;A;06/07/2022;06/07/2022 00:00;05/07/2023 00:00
15170921;1;Fábio Cardoso;04482547385;16/03/1989;CONTRATO TEMPORARIO;HCM;COORDENACAO TECNICA DE ENFERMAGEM;PENF;TECNICO DE ENFERMAGEM;II;A;10/04/2022;10/04/2022 00:00;09/04/2023 00:00
14888895;2;Camila Lima;04482547386;17/03/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE DIAGNOSTICO POR IMAGEM;TOS;TECNICO EM RADIOLOGIA;II;A;04/02/2022;04/02/2022 00:00;03/02/2023 00:00
14661151;2;Lavinia Dias;04482547387;18/03/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DE URGENCIA E EMERGENCIA ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;12/03/2022;12/03/2022 00:00;11/03/2023 00:00
14888903;2;Julian Rodrigues;04482547388;19/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;06/03/2022;06/03/2022 00:00;05/03/2023 00:00
12818472;3;Matilde Gomes;04482547389;20/03/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DA UNIDADE DE TERAPIA INTENSIVA PEDIATRICA;PENF;TECNICO DE ENFERMAGEM;II;A;06/10/2022;06/10/2022 00:00;05/10/2023 00:00
14700850;2;Maria Rocha;04482547390;21/03/1989;CONTRATO TEMPORARIO;HEM;NA;AGAS;FARMACEUTICO BIOQUIMICO;I;A;NA;05/07/2022 00:00;31/12/2022 00:00
15171127;1;Otávio Pinto;04482547391;22/03/1989;CONTRATO TEMPORARIO;HRAD;COORDENACAO DAS UNIDADES CRITICAS;PENF;ENFERMEIRO;IV;A;0000-00-00;01/04/2022 00:00;31/03/2023 00:00
15165285;1;João Fernandes;04482547392;23/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE HOTELARIA;TOS;AUXILIAR ADMINISTRATIVO;I;A;30/03/2022;30/03/2022 00:00;29/03/2023 00:00
13615067;3;Guilherme Barbosa;04482547393;24/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO DE INTERNACAO - ADULTO;MED;MEDICO CLINICO;III;A;14/02/2022;14/02/2022 00:00;13/02/2023 00:00
15119639;1;Tiago Rocha;04482547394;25/03/1989;CONTRATO TEMPORARIO;HIJPII;NA;MEDRE;MEDICO;I;A;NA;01/03/2022 00:00;28/02/2023 00:00
14807598;2;Martim Souza;04482547395;26/03/1989;CONTRATO TEMPORARIO;HJK;COORDENACAO MEDICA DA URGENCIA E EMERGENCIA;PENF;ENFERMEIRO;IV;A;06/04/2021;06/04/2021 00:00;05/04/2023 00:00
14580047;3;Luana Ferreira;04482547396;27/03/1989;CONTRATO TEMPORARIO;HIJPII;DIRETORIA GERAL;TOS;AUXILIAR ADMINISTRATIVO;I;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14590814;2;Caio Alves;04482547397;28/03/1989;CONTRATO TEMPORARIO;JXXIII;COORDENACAO DAS UNIDADES DE INTERNACAO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;05/10/2022;05/10/2022 00:00;04/10/2023 00:00
15072028;1;Julian Pinto;04482547398;29/03/1989;CONTRATO TEMPORARIO;HRJP;COORDENACAO DAS UNIDADES CRITICAS;PENF;TECNICO DE ENFERMAGEM;II;A;01/02/2022;01/02/2022 00:00;31/01/2023 00:00
14905566;2;Nicolas Gomes;04482547399;30/03/1989;CONTRATO TEMPORARIO;HEM;COORDENACAO DAS UNIDADES CRITICAS;AGAS;FISIOTERAPEUTA;III;A;27/04/2022;27/04/2022 00:00;26/04/2023 00:00
14051841;2;André Martins;04482547400;31/03/1989;CONTRATO TEMPORARIO;CSSFE;COORDENACAO DA UNIDADE DE CUIDADO AO ADULTO;PENF;TECNICO DE ENFERMAGEM;II;A;01/06/2021;01/06/2021 00:00;31/05/2023 00:00
